Method,Mean Time (s),Std Time (s),All Times (s),Type
iMAP,6317.541939592362,36.336108513320795,"[6307.505774259567, 6333.929051876068, 6251.069023132324, 6349.381633758545, 6345.824214935303]",Neural Network
