Method,Mean Time (s),Std Time (s),All Times (s),Type
iMAP,585.2130450725556,3.8538090018996267,"[585.5989999771118, 586.2075843811035, 582.9688513278961, 579.8263144493103, 591.463475227356]",Neural Network
