Method,Mean Time (s),Std Time (s),All Times (s),Type
iMAP,580.8652296066284,8.55651262908022,"[581.7373471260071, 592.380122423172, 587.0650949478149, 574.8537037372589, 568.2898797988892]",Neural Network
