Method,Mean Time (s),Std Time (s),All Times (s),Type
iMAP,1790.6673352718353,29.50908834595435,"[1750.5838866233826, 1792.9718880653381, 1771.217936038971, 1800.2273540496826, 1838.3356115818024]",Neural Network
