Method,Mean Time (s),Std Time (s),All Times (s),Type
iMAP,2550.0063346385955,24.320743942519066,"[2583.603092432022, 2575.421636581421, 2531.580495595932, 2532.85018324852, 2526.576265335083]",Neural Network
